268,306,394,306,394,361,268,361
870,366,1029,366,1029,410,870,410
1056,366,1100,366,1100,410,1056,410
1117,372,1232,372,1232,410,1117,410
1243,366,1402,366,1402,410,1243,410
1418,372,1495,372,1495,410,1418,410
1511,372,1659,372,1659,410,1511,410
282,421,394,408,398,449,287,462
251,460,366,460,366,498,251,498
366,460,476,460,476,498,366,498
295,498,432,498,432,569,295,569
859,498,1675,498,1675,580,859,580
268,569,449,569,449,624,268,624
410,728,607,728,607,788,410,788
251,733,345,733,345,783,251,783
246,810,394,810,394,870,246,870
246,892,345,892,345,947,246,947
410,892,766,892,766,952,410,952
783,892,931,892,931,947,783,947
958,892,1659,892,1659,952,958,952
1681,892,1883,892,1883,947,1681,947
1911,892,2009,892,2009,947,1911,947
2031,892,2130,892,2130,947,2031,947
312,1013,432,1013,432,1067,312,1067
460,1013,898,1013,898,1067,460,1067
985,1013,1062,1013,1062,1067,985,1067
240,1024,273,1024,273,1062,240,1062
909,1018,985,1018,985,1067,909,1067
613,1089,1314,1089,1314,1150,613,1150
1670,1089,1867,1089,1867,1150,1670,1150
2075,1089,2174,1089,2174,1150,2075,1150
240,1100,273,1100,273,1144,240,1144
306,1095,416,1095,416,1144,306,1144
438,1095,585,1095,585,1144,438,1144
1336,1095,1434,1095,1434,1144,1336,1144
1467,1095,1517,1095,1517,1150,1467,1150
1544,1095,1642,1095,1642,1150,1544,1150
1900,1095,2048,1095,2048,1150,1900,1150
2201,1095,2294,1095,2294,1144,2201,1144
312,1171,465,1171,465,1226,312,1226
487,1171,646,1171,646,1226,487,1226
832,1248,1533,1248,1533,1308,832,1308
284,1254,345,1254,345,1303,284,1303
383,1254,509,1254,509,1308,383,1308
531,1254,640,1254,640,1303,531,1303
657,1254,810,1254,810,1308,657,1308
1560,1254,1708,1254,1708,1308,1560,1308
1730,1254,1829,1254,1829,1303,1730,1303
383,1330,492,1330,492,1391,383,1391
585,1330,684,1330,684,1385,585,1385
290,1336,345,1336,345,1385,290,1385
509,1336,558,1336,558,1385,509,1385
470,1418,596,1418,596,1467,470,1467
859,1418,941,1418,941,1467,859,1467
1128,1418,1341,1418,1341,1467,1128,1467
1533,1418,1741,1418,1741,1462,1533,1462
2020,1423,2042,1423,2042,1456,2020,1456
859,1478,947,1478,947,1998,859,1998
366,1478,701,1478,701,1533,366,1533
1265,1484,1341,1484,1341,1527,1265,1527
1352,1489,1418,1489,1418,1527,1352,1527
1632,1489,1736,1489,1736,1527,1632,1527
1752,1489,1818,1489,1818,1527,1752,1527
2070,1489,2141,1489,2141,1527,2070,1527
2152,1489,2218,1489,2218,1527,2152,1527
410,1549,624,1549,624,1599,410,1599
1270,1555,1341,1555,1341,1593,1270,1593
1352,1555,1418,1555,1418,1593,1352,1593
1664,1549,1736,1549,1736,1593,1664,1593
1752,1555,1818,1555,1818,1593,1752,1593
2070,1555,2141,1555,2141,1593,2070,1593
2152,1555,2218,1555,2218,1593,2152,1593
410,1615,624,1615,624,1664,410,1664
1265,1615,1341,1615,1341,1659,1265,1659
1352,1621,1418,1621,1418,1659,1352,1659
1664,1615,1736,1615,1736,1659,1664,1659
1752,1621,1818,1621,1818,1659,1752,1659
2064,1615,2141,1615,2141,1659,2064,1659
2146,1615,2218,1615,2218,1659,2146,1659
410,1681,618,1681,618,1730,410,1730
1265,1681,1341,1681,1341,1725,1265,1725
1347,1681,1418,1681,1418,1725,1347,1725
1626,1686,1653,1686,1653,1725,1626,1725
1664,1681,1736,1681,1736,1725,1664,1725
1752,1686,1818,1686,1818,1725,1752,1725
2026,1686,2053,1686,2053,1725,2026,1725
2064,1681,2141,1681,2141,1725,2064,1725
2146,1681,2218,1681,2218,1725,2146,1725
416,1747,618,1747,618,1796,416,1796
1265,1747,1341,1747,1341,1790,1265,1790
1352,1752,1418,1752,1418,1790,1352,1790
1670,1752,1736,1752,1736,1790,1670,1790
1752,1752,1818,1752,1818,1790,1752,1790
2064,1747,2141,1747,2141,1790,2064,1790
2146,1747,2218,1747,2218,1790,2146,1790
416,1812,618,1812,618,1862,416,1862
1265,1812,1336,1812,1336,1856,1265,1856
1352,1818,1418,1818,1418,1856,1352,1856
1670,1818,1736,1818,1736,1856,1670,1856
1752,1818,1818,1818,1818,1856,1752,1856
2070,1818,2141,1818,2141,1856,2070,1856
2146,1812,2218,1812,2218,1856,2146,1856
410,1878,624,1878,624,1927,410,1927
1670,1883,1736,1883,1736,1922,1670,1922
2146,1878,2218,1878,2218,1922,2146,1922
624,1889,662,1889,662,1922,624,1922
1270,1889,1336,1889,1336,1922,1270,1922
1352,1889,1418,1889,1418,1922,1352,1922
1752,1889,1818,1889,1818,1922,1752,1922
2070,1889,2135,1889,2135,1922,2070,1922
394,1944,684,1944,684,1993,394,1993
1670,1949,1736,1949,1736,1987,1670,1987
1270,1955,1336,1955,1336,1987,1270,1987
1352,1955,1418,1955,1418,1987,1352,1987
1752,1955,1818,1955,1818,1987,1752,1987
2070,1955,2135,1955,2135,1987,2070,1987
2152,1955,2218,1955,2218,1987,2152,1987
432,2009,640,2009,640,2059,432,2059
865,2009,941,2009,941,2059,865,2059
2146,2009,2218,2009,2218,2059,2146,2059
1265,2015,1336,2015,1336,2059,1265,2059
1352,2020,1418,2020,1418,2059,1352,2059
1670,2020,1736,2020,1736,2059,1670,2059
1752,2020,1818,2020,1818,2053,1752,2053
2064,2015,2135,2015,2135,2059,2064,2059
1347,2075,1418,2075,1418,2124,1347,2124
1626,2081,1741,2081,1741,2124,1626,2124
1747,2075,1818,2075,1818,2124,1747,2124
2064,2075,2141,2075,2141,2124,2064,2124
2146,2075,2218,2075,2218,2124,2146,2124
607,2086,657,2086,657,2124,607,2124
684,2081,733,2081,733,2124,684,2124
1226,2086,1254,2086,1254,2124,1226,2124
1265,2081,1336,2081,1336,2124,1265,2124
2004,2081,2053,2081,2053,2124,2004,2124
388,2152,607,2152,607,2212,388,2212
635,2152,750,2152,750,2207,635,2207
755,2152,843,2152,843,2207,755,2207
854,2152,1385,2152,1385,2212,854,2212
284,2157,345,2157,345,2207,284,2207
284,2234,350,2234,350,2283,284,2283
383,2234,509,2234,509,2289,383,2289
536,2234,1204,2234,1204,2289,536,2289
460,2311,958,2311,958,2371,460,2371
235,2316,334,2316,334,2371,235,2371
388,2322,427,2322,427,2365,388,2365
985,2316,1067,2316,1067,2365,985,2365
388,2398,421,2398,421,2448,388,2448
454,2393,564,2393,564,2448,454,2448
585,2393,733,2393,733,2448,585,2448
761,2393,1456,2393,1456,2453,761,2453
1484,2393,1632,2393,1632,2448,1484,2448
1659,2393,1763,2393,1763,2448,1659,2448
1785,2393,1982,2393,1982,2448,1785,2448
2009,2393,2092,2393,2092,2448,2009,2448
2157,2393,2212,2393,2212,2448,2157,2448
