268,306,394,306,394,361,268,361
1007,372,1193,372,1193,410,1007,410
1215,372,1286,372,1286,410,1215,410
1303,372,1527,372,1527,410,1303,410
2152,427,2289,427,2289,553,2152,553
722,498,1243,498,1243,580,722,580
1286,498,1807,498,1807,585,1286,585
2168,547,2196,547,2196,585,2168,585
2064,564,2174,564,2174,657,2064,657
2174,585,2272,585,2272,635,2174,635
279,607,454,607,454,646,279,646
410,728,607,728,607,788,410,788
251,733,345,733,345,783,251,783
246,810,394,810,394,870,246,870
246,892,345,892,345,947,246,947
410,892,558,892,558,947,410,947
585,892,832,892,832,947,585,947
859,892,1056,892,1056,952,859,952
1084,892,1182,892,1182,952,1084,952
1210,892,1358,892,1358,947,1210,947
1380,892,1478,892,1478,947,1380,947
1555,1007,1807,1007,1807,1067,1555,1067
240,1013,383,1013,383,1067,240,1067
410,1013,657,1013,657,1067,410,1067
684,1013,881,1013,881,1067,684,1067
909,1013,1007,1013,1007,1067,909,1067
1035,1013,1232,1013,1232,1067,1035,1067
1259,1013,1412,1013,1412,1067,1259,1067
1434,1013,1533,1013,1533,1067,1434,1067
1834,1013,1993,1013,1993,1067,1834,1067
312,1089,514,1089,514,1150,312,1150
558,1095,673,1095,673,1150,558,1150
679,1095,805,1095,805,1144,679,1144
240,1106,273,1106,273,1144,240,1144
312,1171,432,1171,432,1226,312,1226
460,1171,558,1171,558,1226,460,1226
580,1171,843,1171,843,1226,580,1226
854,1171,980,1171,980,1226,854,1226
240,1182,273,1182,273,1226,240,1226
235,1259,268,1259,268,1303,235,1303
317,1254,421,1254,421,1303,317,1303
470,1254,744,1254,744,1308,470,1308
777,1254,1051,1254,1051,1308,777,1308
1084,1254,1396,1254,1396,1308,1084,1308
1445,1254,2059,1254,2059,1308,1445,1308
2097,1254,2300,1254,2300,1308,2097,1308
240,1330,405,1330,405,1385,240,1385
438,1330,1084,1330,1084,1391,438,1391
235,1412,334,1412,334,1467,235,1467
388,1412,733,1412,733,1467,388,1467
761,1412,843,1412,843,1467,761,1467
909,1412,969,1412,969,1467,909,1467
1538,2661,1610,2661,1610,2694,1538,2694
1675,2661,1708,2661,1708,2694,1675,2694
1621,2667,1659,2667,1659,2694,1621,2694
509,2667,635,2667,635,2721,509,2721
1010,2670,1138,2662,1141,2716,1013,2723
750,2678,952,2678,952,2721,750,2721
257,2683,383,2683,383,2716,257,2716
1265,2683,1330,2683,1330,2716,1265,2716
1582,2705,1626,2705,1626,2749,1582,2749
1621,2699,1664,2699,1664,2743,1621,2743
1544,2710,1582,2710,1582,2743,1544,2743
251,2913,366,2913,366,2957,251,2957
355,3055,673,3055,673,3110,355,3110
251,3061,334,3061,334,3105,251,3105
1319,3066,1396,3066,1396,3105,1319,3105
996,3121,1210,3121,1210,3176,996,3176
257,3132,290,3132,290,3170,257,3170
312,3127,427,3127,427,3170,312,3170
520,3127,690,3127,690,3176,520,3176
706,3127,832,3127,832,3176,706,3176
859,3132,936,3132,936,3170,859,3170
936,3127,980,3127,980,3170,936,3170
1226,3127,1456,3127,1456,3176,1226,3176
1649,3129,1755,3138,1751,3179,1645,3170
1774,3132,1944,3132,1944,3170,1774,3170
1960,3138,2026,3138,2026,3176,1960,3176
2042,3138,2092,3138,2092,3176,2042,3176
2103,3138,2146,3138,2146,3170,2103,3170
772,3187,881,3187,881,3236,772,3236
1872,3187,2103,3187,2103,3242,1872,3242
251,3198,339,3198,339,3236,251,3236
350,3192,427,3192,427,3236,350,3236
438,3198,525,3198,525,3236,438,3236
520,3192,613,3192,613,3236,520,3236
903,3192,974,3192,974,3236,903,3236
985,3192,1062,3192,1062,3236,985,3236
1067,3192,1161,3192,1161,3236,1067,3236
1259,3192,1330,3192,1330,3236,1259,3236
1347,3194,1605,3200,1604,3242,1346,3236
1615,3203,1659,3203,1659,3236,1615,3236
