865,246,985,246,985,290,865,290
1002,246,1122,246,1122,290,1002,290
1150,246,1270,246,1270,290,1150,290
1276,246,1363,246,1363,295,1276,295
1396,246,1511,246,1511,290,1396,290
1527,251,1604,251,1604,290,1527,290
268,306,394,306,394,361,268,361
2031,366,2113,366,2113,416,2031,416
980,383,1500,383,1500,465,980,465
246,613,345,613,345,662,246,662
410,613,607,613,607,668,410,668
240,695,399,695,399,750,240,750
246,777,345,777,345,832,246,832
410,777,564,777,564,826,410,826
585,777,733,777,733,832,585,832
761,777,854,777,854,832,761,832
235,892,432,892,432,947,235,947
460,892,607,892,607,947,460,947
635,892,733,892,733,947,635,947
755,892,914,892,914,947,755,947
931,892,1035,892,1035,947,931,947
1056,892,1155,892,1155,947,1056,947
1259,892,1456,892,1456,952,1259,952
1484,892,1736,892,1736,947,1484,947
1757,892,1922,892,1922,947,1757,947
1182,898,1237,898,1237,947,1182,947
312,974,432,974,432,1029,312,1029
460,974,536,974,536,1029,460,1029
558,974,728,974,728,1029,558,1029
761,974,1007,974,1007,1029,761,1029
240,985,273,985,273,1024,240,1024
460,1051,1511,1051,1511,1111,460,1111
1560,1051,1812,1051,1812,1111,1560,1111
1834,1051,1960,1051,1960,1106,1834,1106
240,1062,268,1062,268,1106,240,1106
312,1056,416,1056,416,1111,312,1111
306,1133,531,1133,531,1188,306,1188
558,1133,1911,1133,1911,1193,558,1193
235,1144,268,1144,268,1188,235,1188
460,1292,810,1292,810,1352,460,1352
832,1292,920,1292,920,1347,832,1347
235,1297,334,1297,334,1347,235,1347
388,1303,432,1303,432,1347,388,1347
388,1380,421,1380,421,1429,388,1429
460,1374,607,1374,607,1429,460,1429
635,1374,722,1374,722,1429,635,1429
783,1374,843,1374,843,1429,783,1429
1998,2721,2070,2721,2070,2754,1998,2754
2081,2721,2119,2721,2119,2754,2081,2754
2130,2721,2174,2721,2174,2754,2130,2754
495,2730,628,2722,632,2775,499,2784
991,2727,1073,2727,1073,2776,991,2776
257,2738,388,2738,388,2776,257,2776
739,2738,870,2738,870,2782,739,2782
1237,2738,1369,2738,1369,2776,1237,2776
1500,2732,1626,2732,1626,2776,1500,2776
1747,2743,1807,2743,1807,2776,1747,2776
1998,2760,2124,2760,2124,2809,1998,2809
251,2979,361,2979,361,3017,251,3017
350,3116,438,3116,438,3165,350,3165
438,3121,585,3121,585,3165,438,3165
1276,3116,1363,3116,1363,3165,1276,3165
246,3121,334,3121,334,3165,246,3165
312,3181,427,3181,427,3231,312,3231
509,3181,722,3181,722,3231,509,3231
739,3181,826,3181,826,3231,739,3231
257,3192,290,3192,290,3225,257,3225
843,3187,974,3187,974,3231,843,3231
985,3187,1040,3187,1040,3231,985,3231
1604,3187,1714,3187,1714,3236,1604,3236
1736,3192,1823,3192,1823,3231,1736,3231
1834,3192,1982,3192,1982,3231,1834,3231
2004,3198,2048,3198,2048,3231,2004,3231
350,3247,607,3247,607,3296,350,3296
881,3247,1062,3247,1062,3296,881,3296
1259,3253,1467,3253,1467,3296,1259,3296
1823,3247,2053,3247,2053,3296,1823,3296
251,3258,339,3258,339,3296,251,3296
755,3253,865,3253,865,3296,755,3296
1527,3258,1571,3258,1571,3296,1527,3296
1467,3264,1511,3264,1511,3296,1467,3296
