268,306,394,306,394,361,268,361
1276,361,1429,361,1429,410,1276,410
772,372,887,372,887,410,772,410
903,372,996,372,996,410,903,410
1013,366,1128,366,1128,410,1013,410
1150,372,1221,372,1221,410,1150,410
1221,372,1259,372,1259,410,1221,410
1445,372,1593,372,1593,410,1445,410
1615,372,1763,372,1763,410,1615,410
263,473,381,482,376,539,259,530
859,498,1675,498,1675,580,859,580
312,547,465,547,465,607,312,607
410,728,607,728,607,788,410,788
246,733,345,733,345,783,246,783
246,810,394,810,394,865,246,865
246,892,345,892,345,947,246,947
410,892,558,892,558,947,410,947
585,892,783,892,783,952,585,952
810,892,1007,892,1007,947,810,947
1035,892,1182,892,1182,947,1035,947
1210,892,1308,892,1308,947,1210,947
1329,898,1582,888,1584,947,1331,956
1610,892,1708,892,1708,947,1610,947
1730,892,1829,892,1829,947,1730,947
312,1013,438,1013,438,1067,312,1067
454,1013,711,1013,711,1067,454,1067
733,1013,1078,1013,1078,1067,733,1067
1111,1013,1402,1013,1402,1067,1111,1067
240,1024,268,1024,268,1062,240,1062
311,1095,662,1087,663,1147,312,1155
690,1089,788,1089,788,1144,690,1144
816,1089,958,1089,958,1150,816,1150
991,1089,1193,1089,1193,1150,991,1150
1221,1087,1414,1093,1412,1151,1219,1144
1445,1089,1593,1089,1593,1150,1445,1150
1621,1089,1719,1089,1719,1144,1621,1144
1747,1089,1998,1089,1998,1150,1747,1150
2026,1089,2174,1089,2174,1150,2026,1150
2203,1086,2303,1096,2297,1153,2197,1143
240,1100,273,1100,273,1144,240,1144
388,1171,487,1171,487,1226,388,1226
514,1171,761,1171,761,1226,514,1226
788,1171,941,1171,941,1226,788,1226
312,1177,361,1177,361,1226,312,1226
257,1254,323,1254,323,1303,257,1303
361,1254,487,1254,487,1308,361,1308
509,1254,635,1254,635,1308,509,1308
629,1254,701,1254,701,1308,629,1308
711,1254,887,1254,887,1308,711,1308
909,1254,1046,1254,1046,1308,909,1308
1078,1254,1215,1254,1215,1308,1078,1308
361,1330,481,1330,481,1391,361,1391
509,1330,1007,1330,1007,1391,509,1391
1035,1330,1363,1330,1363,1391,1035,1391
1396,1330,1747,1330,1747,1391,1396,1391
1774,1330,2124,1330,2124,1391,1774,1391
257,1336,328,1336,328,1385,257,1385
262,1412,317,1412,317,1462,262,1462
361,1412,481,1412,481,1467,361,1467
509,1412,711,1412,711,1467,509,1467
739,1412,974,1412,974,1467,739,1467
1002,1412,1254,1412,1254,1467,1002,1467
1270,1412,1374,1412,1374,1467,1270,1467
690,1489,931,1489,931,1549,690,1549
1106,1489,1259,1489,1259,1549,1106,1549
1281,1489,1484,1489,1484,1549,1281,1549
1659,1489,1911,1489,1911,1549,1659,1549
1933,1489,2031,1489,2031,1544,1933,1544
262,1495,323,1495,323,1544,262,1544
361,1495,465,1495,465,1549,361,1549
509,1495,657,1495,657,1549,509,1549
958,1495,1067,1495,1067,1544,958,1544
1506,1495,1626,1495,1626,1544,1506,1544
240,1571,334,1571,334,1626,240,1626
383,1571,492,1571,492,1626,383,1626
509,1571,657,1571,657,1626,509,1626
684,1571,881,1571,881,1626,684,1626
909,1571,1106,1571,1106,1626,909,1626
1133,1571,1281,1571,1281,1626,1133,1626
1308,1571,1407,1571,1407,1626,1308,1626
1434,1571,1686,1571,1686,1626,1434,1626
1708,1571,1807,1571,1807,1626,1708,1626
1829,1571,1938,1571,1938,1626,1829,1626
1955,1571,2042,1571,2042,1626,1955,1626
2108,1571,2168,1571,2168,1626,2108,1626
246,2793,476,2793,476,2831,246,2831
1538,2798,1615,2798,1615,2831,1538,2831
1626,2798,1664,2798,1664,2831,1626,2831
1675,2798,1714,2798,1714,2831,1675,2831
503,2804,629,2804,629,2853,503,2853
1013,2804,1139,2804,1139,2853,1013,2853
750,2814,881,2814,881,2853,750,2853
1265,2814,1363,2814,1363,2853,1265,2853
246,2842,279,2842,279,2875,246,2875
1538,2836,1664,2836,1664,2886,1538,2886
246,2935,361,2935,361,2973,246,2973
240,3006,328,3006,328,3055,240,3055
355,3012,607,3012,607,3050,355,3050
1314,3006,1396,3006,1396,3050,1314,3050
514,3066,690,3066,690,3121,514,3121
706,3066,832,3066,832,3121,706,3121
854,3066,985,3066,985,3121,854,3121
1002,3066,1133,3066,1133,3121,1002,3121
1150,3066,1593,3066,1593,3121,1150,3121
306,3099,421,3099,421,3143,306,3143
1648,3105,1801,3105,1801,3149,1648,3149
618,3121,750,3121,750,3170,618,3170
520,3127,596,3127,596,3170,520,3170
251,3198,284,3198,284,3236,251,3236
290,3198,328,3198,328,3236,290,3236
350,3192,536,3192,536,3242,350,3242
531,3192,629,3192,629,3236,531,3236
772,3192,881,3192,881,3236,772,3236
903,3198,974,3198,974,3236,903,3236
985,3198,1161,3198,1161,3236,985,3236
1286,3198,1560,3198,1560,3236,1286,3236
1878,3192,1960,3192,1960,3236,1878,3236
1621,3203,1686,3203,1686,3236,1621,3236
996,3264,1111,3264,1111,3313,996,3313
1221,3264,1374,3264,1374,3313,1221,3313
1385,3264,1538,3264,1538,3313,1385,3313
1128,3274,1204,3274,1204,3313,1128,3313
