750,2809,952,2809,952,2847,750,2847
1966,2809,2020,2809,2020,2842,1966,2842
2031,2809,2113,2809,2113,2842,2031,2842
2124,2809,2163,2809,2163,2842,2124,2842
2179,2809,2218,2809,2218,2842,2179,2842
251,2831,361,2831,361,2869,251,2869
1248,2831,1456,2831,1456,2869,1248,2869
1741,2825,1845,2825,1845,2869,1741,2869
465,2847,580,2847,580,2897,465,2897
1456,2847,1582,2847,1582,2897,1456,2897
1960,2847,2075,2847,2075,2897,1960,2897
744,2853,821,2853,821,2897,744,2897
963,2853,1078,2853,1078,2897,963,2897
388,2924,531,2924,531,2973,388,2973
618,2924,739,2924,739,2973,618,2973
854,2929,996,2929,996,2973,854,2973
1084,2929,1193,2929,1193,2973,1084,2973
251,2935,366,2935,366,2973,251,2973
1243,3023,1319,3023,1319,3072,1243,3072
251,3034,323,3034,323,3072,251,3072
355,3034,585,3034,585,3072,355,3072
585,3034,679,3034,679,3072,585,3072
257,3132,284,3132,284,3170,257,3170
317,3132,432,3132,432,3170,317,3170
514,3132,662,3132,662,3176,514,3176
679,3127,794,3127,794,3176,679,3176
810,3127,925,3127,925,3176,810,3176
936,3127,1056,3127,1056,3176,936,3176
1073,3132,1155,3132,1155,3170,1073,3170
1166,3127,1352,3127,1352,3176,1166,3176
1703,3137,1912,3143,1911,3180,1702,3173
1604,3143,1697,3143,1697,3170,1604,3170
1922,3143,1971,3143,1971,3176,1922,3176
1977,3143,2015,3143,2015,3170,1977,3170
246,3225,361,3225,361,3274,246,3274
761,3231,914,3231,914,3274,761,3274
1823,3225,2026,3225,2026,3274,1823,3274
366,3236,399,3236,399,3269,366,3269
427,3236,498,3236,498,3269,427,3269
492,3236,629,3236,629,3269,492,3269
624,3236,695,3236,695,3269,624,3269
941,3236,1204,3236,1204,3269,941,3269
1303,3236,1610,3236,1610,3274,1303,3274
1621,3242,1659,3242,1659,3269,1621,3269
865,3318,996,3318,996,3362,865,3362
1007,3313,1204,3313,1204,3362,1007,3362
1215,3313,1292,3313,1292,3362,1215,3362
1308,3313,1423,3313,1423,3362,1308,3362
1440,3313,1610,3313,1610,3362,1440,3362
