1354,246,1507,246,1507,296,1354,296
986,257,1096,257,1096,296,986,296
1107,257,1189,257,1189,296,1107,296
1189,252,1348,252,1348,296,1189,296
2006,358,2184,321,2209,437,2030,474
975,378,1507,378,1507,471,975,471
2127,460,2215,460,2215,537,2127,537
246,477,471,477,471,537,246,537
246,625,345,625,345,674,246,674
389,625,586,625,586,679,389,679
246,701,383,701,383,762,246,762
504,784,718,784,718,844,504,844
718,784,926,784,926,844,718,844
937,784,1041,784,1041,844,937,844
246,789,345,789,345,838,246,838
389,789,487,789,487,838,389,838
1058,789,1156,789,1156,838,1058,838
312,893,570,893,570,954,312,954
581,893,636,893,636,954,581,954
657,893,762,893,762,948,657,948
855,893,1008,893,1008,948,855,948
1036,893,1140,893,1140,948,1036,948
1156,893,1255,893,1255,948,1156,948
1282,893,1513,893,1513,948,1282,948
1513,893,1732,893,1732,948,1513,948
1759,893,2017,893,2017,948,1759,948
241,904,274,904,274,943,241,943
784,899,838,899,838,948,784,948
318,1052,570,1052,570,1113,318,1113
597,1052,652,1052,652,1107,597,1107
679,1052,882,1052,882,1113,679,1113
915,1052,1019,1052,1019,1107,915,1107
1041,1052,1145,1052,1145,1107,1041,1107
1178,1052,1387,1052,1387,1107,1178,1107
1409,1052,1518,1052,1518,1107,1409,1107
1546,1052,1743,1052,1743,1113,1546,1113
1776,1052,1875,1052,1875,1107,1776,1107
1908,1052,2061,1052,2061,1107,1908,1107
2088,1052,2247,1052,2247,1113,2088,1113
241,1063,274,1063,274,1107,241,1107
312,1129,411,1129,411,1189,312,1189
438,1129,701,1129,701,1189,438,1189
235,1288,334,1288,334,1348,235,1348
586,1288,789,1288,789,1348,586,1348
805,1288,915,1288,915,1343,805,1343
937,1288,1134,1288,1134,1348,937,1348
1162,1288,1458,1288,1458,1348,1162,1348
383,1293,427,1293,427,1343,383,1343
455,1293,559,1293,559,1343,455,1343
460,1370,657,1370,657,1431,460,1431
685,1370,784,1370,784,1431,685,1431
805,1370,1058,1370,1058,1431,805,1431
1156,1370,1496,1370,1496,1431,1156,1431
383,1376,433,1376,433,1431,383,1431
1085,1376,1140,1376,1140,1425,1085,1425
1557,1376,1622,1376,1622,1431,1557,1431
1979,2818,2083,2818,2083,2851,1979,2851
2077,2818,2132,2818,2132,2851,2077,2851
241,2834,345,2834,345,2883,241,2883
734,2840,805,2840,805,2883,734,2883
1233,2845,1310,2845,1310,2883,1233,2883
1754,2845,1820,2845,1820,2883,1754,2883
455,2862,559,2862,559,2911,455,2911
948,2862,1052,2862,1052,2905,948,2905
1469,2867,1573,2867,1573,2911,1469,2911
1968,2862,2072,2862,2072,2911,1968,2911
241,2944,356,2944,356,2982,241,2982
241,3042,279,3042,279,3075,241,3075
279,3042,318,3042,318,3081,279,3081
345,3042,477,3042,477,3081,345,3081
477,3042,570,3042,570,3081,477,3081
1228,3037,1304,3037,1304,3086,1228,3086
498,3108,690,3108,690,3158,498,3158
701,3108,778,3108,778,3158,701,3158
789,3108,1118,3108,1118,3158,789,3158
1199,3113,1469,3107,1470,3157,1201,3164
1134,3119,1184,3119,1184,3158,1134,3158
1474,3114,1579,3114,1579,3163,1474,3163
246,3141,279,3141,279,3180,246,3180
307,3147,416,3147,416,3185,307,3185
1617,3147,1814,3147,1814,3185,1617,3185
1990,3147,2028,3147,2028,3180,1990,3180
1820,3152,1924,3152,1924,3185,1820,3185
1935,3152,1984,3152,1984,3185,1935,3185
504,3169,553,3169,553,3207,504,3207
241,3240,356,3240,356,3284,241,3284
751,3240,899,3240,899,3284,751,3284
1836,3234,2045,3234,2045,3284,1836,3284
356,3245,389,3245,389,3284,356,3284
416,3245,592,3245,592,3284,416,3284
592,3245,685,3245,685,3284,592,3284
926,3245,1102,3245,1102,3284,926,3284
1102,3245,1195,3245,1195,3284,1102,3284
1299,3245,1606,3245,1606,3284,1299,3284
1611,3251,1650,3251,1650,3284,1611,3284
882,3328,1003,3328,1003,3377,882,3377
1003,3328,1091,3328,1091,3377,1003,3377
1107,3328,1228,3328,1228,3377,1107,3377
1239,3333,1272,3333,1272,3371,1239,3371
1277,3333,1387,3333,1387,3371,1277,3371
1392,3328,1595,3328,1595,3377,1392,3377
